time,body_name,x,y,z,vx,vy,vz
133200,Uranus,2.877e+12,9.07092e+08,0,-2.14224,6810,0
133200,Neptune,4.503e+12,7.23276e+08,0,-0.874099,5430,0
136800,Sun,2703.02,9.24294,0,0.0385031,0.000197478,0
136800,Mercury,5.75302e+10,6.53467e+09,0,-5405.01,47572.1,0
136800,Venus,1.08091e+11,4.78917e+09,0,-1550.69,34986.6,0
136800,Earth,1.49543e+11,4.0734e+09,0,-811.343,29769.2,0
136800,Mars,2.27875e+11,3.30087e+09,0,-349.594,24127.5,0
136800,Jupiter,7.78498e+11,1.78797e+09,0,-29.9525,13070,0
136800,Saturn,1.433e+12,1.32559e+09,0,-8.88374,9690,0
136800,Uranus,2.877e+12,9.31608e+08,0,-2.20014,6810,0
136800,Neptune,4.503e+12,7.42824e+08,0,-0.897723,5430,0
140400,Sun,2845.28,9.99228,0,0.0395161,0.00020815,0
140400,Mercury,5.75102e+10,6.70587e+09,0,-5546.65,47556,0
140400,Venus,1.08085e+11,4.91512e+09,0,-1591.48,34984.8,0
140400,Earth,1.4954e+11,4.18057e+09,0,-832.689,29768.7,0
140400,Mars,2.27874e+11,3.38773e+09,0,-358.793,24127.4,0
140400,Jupiter,7.78498e+11,1.83503e+09,0,-30.7408,13070,0
140400,Saturn,1.433e+12,1.36048e+09,0,-9.11753,9690,0
140400,Uranus,2.877e+12,9.56124e+08,0,-2.25803,6810,0
140400,Neptune,4.503e+12,7.62372e+08,0,-0.921347,5430,0
144000,Sun,2991.19,10.781,0,0.0405292,0.000219102,0
144000,Mercury,5.74898e+10,6.87701e+09,0,-5688.25,47539.5,0
144000,Venus,1.0808e+11,5.04105e+09,0,-1632.26,34982.9,0
144000,Earth,1.49537e+11,4.28773e+09,0,-854.034,29768.1,0
144000,Mars,2.27873e+11,3.47459e+09,0,-367.992,24127.3,0
144000,Jupiter,7.78498e+11,1.88208e+09,0,-31.529,13070,0
144000,Saturn,1.433e+12,1.39536e+09,0,-9.35131,9690,0
144000,Uranus,2.877e+12,9.8064e+08,0,-2.31593,6810,0
144000,Neptune,4.503e+12,7.8192e+08,0,-0.944972,5430,0
147600,Sun,3140.74,11.6103,0,0.0415422,0.000230334,0
147600,Mercury,5.74688e+10,7.04809e+09,0,-5829.79,47522.5,0
147600,Venus,1.08073e+11,5.16699e+09,0,-1673.03,34981,0
147600,Earth,1.49534e+11,4.3949e+09,0,-875.379,29767.5,0
147600,Mars,2.27871e+11,3.56144e+09,0,-377.191,24127.1,0
147600,Jupiter,7.78498e+11,1.92913e+09,0,-32.3172,13070,0
147600,Saturn,1.433e+12,1.43024e+09,0,-9.58509,9690,0
147600,Uranus,2.877e+12,1.00516e+09,0,-2.37383,6810,0
147600,Neptune,4.503e+12,8.01468e+08,0,-0.968596,5430,0
151200,Sun,3293.94,12.4809,0,0.0425552,0.000241847,0
151200,Mercury,5.74473e+10,7.21911e+09,0,-5971.29,47505.2,0
151200,Venus,1.08067e+11,5.29291e+09,0,-1713.81,34979.1,0
151200,Earth,1.49531e+11,4.50206e+09,0,-896.724,29766.8,0
151200,Mars,2.2787e+11,3.6483e+09,0,-386.39,24127,0
