time,body_name,x,y,z,vx,vy,vz
684000,Moon,-9.49268e+07,3.70692e+08,0,-984.43,-256.777,0
687600,Earth,5.93632e+06,4.09384e+06,0,12.0703,15.839,0
687600,Moon,-9.84613e+07,3.69733e+08,0,-981.799,-266.345,0
691200,Earth,5.97965e+06,4.15129e+06,0,12.0368,15.9563,0
691200,Moon,-1.01986e+08,3.6874e+08,0,-979.074,-275.888,0
694800,Earth,6.02286e+06,4.20915e+06,0,12.0021,16.0733,0
694800,Moon,-1.055e+08,3.67712e+08,0,-976.256,-285.404,0
698400,Earth,6.06593e+06,4.26743e+06,0,11.9663,16.1899,0
698400,Moon,-1.09005e+08,3.66651e+08,0,-973.345,-294.893,0
702000,Earth,6.10888e+06,4.32614e+06,0,11.9294,16.3062,0
702000,Moon,-1.12498e+08,3.65555e+08,0,-970.341,-304.353,0
705600,Earth,6.15169e+06,4.38526e+06,0,11.8913,16.4222,0
705600,Moon,-1.1598e+08,3.64425e+08,0,-967.244,-313.785,0
709200,Earth,6.19436e+06,4.44479e+06,0,11.8521,16.5378,0
709200,Moon,-1.1945e+08,3.63262e+08,0,-964.055,-323.186,0
712800,Earth,6.23688e+06,4.50474e+06,0,11.8118,16.653,0
712800,Moon,-1.22909e+08,3.62065e+08,0,-960.774,-332.555,0
